feature_symbol	ensembl_id	entrezgene	TenX_symbol	hgnc_symbol	chromosome	biotype	description	gc_content
NPPA-AS1	ENSG00000242349	NA	NPPA-AS1	NPPA-AS1	1	antisense	NPPA antisense RNA 1	50.67
NPPA	ENSG00000175206	4878	NPPA	NPPA	1	protein_coding	natriuretic peptide A	54.04
NPPB	ENSG00000120937	4879	NPPB	NPPB	1	protein_coding	natriuretic peptide B	54.43
KIAA2013	ENSG00000116685	90231	KIAA2013	KIAA2013	1	protein_coding	KIAA2013	55.79
PLOD1	ENSG00000083444	5351	PLOD1	PLOD1	1	protein_coding	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	53.54
MFN2	ENSG00000116688	9927	MFN2	MFN2	1	protein_coding	mitofusin 2	51.12
MIIP	ENSG00000116691	60672	MIIP	MIIP	1	protein_coding	migration and invasion inhibitory protein	55.62
TNFRSF8	ENSG00000120949	943	TNFRSF8	TNFRSF8	1	protein_coding	TNF receptor superfamily member 8	50.55
TNFRSF1B	ENSG00000028137	7133	TNFRSF1B	TNFRSF1B	1	protein_coding	TNF receptor superfamily member 1B	55.39
VPS13D	ENSG00000048707	55187	VPS13D	VPS13D	1	protein_coding	vacuolar protein sorting 13 homolog D	42.34
AC243836.1	ENSG00000229484	NA	RP5-888M10.2	NA	1	lincRNA	NA	59.54
DHRS3	ENSG00000162496	9249	DHRS3	DHRS3	1	protein_coding	dehydrogenase/reductase 3	51.31
AC254633.1	ENSG00000272482	NA	RP11-474O21.5	NA	1	lincRNA	NA	55.65
AADACL4	ENSG00000204518	343066	AADACL4	AADACL4	1	protein_coding	arylacetamide deacetylase like 4	47.24
AADACL3	ENSG00000188984	126767	AADACL3	AADACL3	1	protein_coding	arylacetamide deacetylase like 3	46.11
C1orf158	ENSG00000157330	93190	C1orf158	C1orf158	1	protein_coding	chromosome 1 open reading frame 158	43.81
PRAMEF12	ENSG00000116726	390999	PRAMEF12	PRAMEF12	1	protein_coding	PRAME family member 12	53.23
PRAMEF1	ENSG00000116721	65121	PRAMEF1	PRAMEF1	1	protein_coding	PRAME family member 1	46.46
LINC01784	ENSG00000228338	NA	RP5-845O24.8	LINC01784	1	lincRNA	long intergenic non-protein coding RNA 1784	47.68
PRAMEF11	ENSG00000239810	440560	PRAMEF11	PRAMEF11	1	protein_coding	PRAME family member 11	48.02
HNRNPCL1	ENSG00000179172	343069	HNRNPCL1	HNRNPCL1	1	protein_coding	heterogeneous nuclear ribonucleoprotein C-like 1	46.13
PRAMEF2	ENSG00000120952	65122	PRAMEF2	PRAMEF2	1	protein_coding	PRAME family member 2	47.2
PRAMEF4	ENSG00000243073	400735	PRAMEF4	PRAMEF4	1	protein_coding	PRAME family member 4	48.21
PRAMEF10	ENSG00000187545	343071	PRAMEF10	PRAMEF10	1	protein_coding	PRAME family member 10	47.85
PRAMEF7	ENSG00000204510	441871	PRAMEF7	PRAMEF7	1	protein_coding	PRAME family member 7	50.06
PRAMEF6	ENSG00000232423	440561	PRAMEF6	PRAMEF6	1	protein_coding	PRAME family member 6	47.55
PRAMEF27	ENSG00000274764	101929983	PRAMEF27	PRAMEF27	1	protein_coding	PRAME family member 27	48.08
PRAMEF26	ENSG00000280267	645359	PRAMEF26	PRAMEF26	1	protein_coding	PRAME family member 26	48.32
PRAMEF25	ENSG00000229571	645359	PRAMEF25	PRAMEF25	1	protein_coding	PRAME family member 25	47.51
HNRNPCL3	ENSG00000277058	649330	HNRNPCL3	HNRNPCL3	1	protein_coding	heterogeneous nuclear ribonucleoprotein C-like 3	47.02
HNRNPCL2	ENSG00000275774	440563	HNRNPCL2	HNRNPCL2	1	protein_coding	heterogeneous nuclear ribonucleoprotein C-like 2	46.14
AC245056.1	ENSG00000233336	NA	RP13-221M14.2	NA	1	lincRNA	NA	47.29
HNRNPCL4	ENSG00000179412	101060301	HNRNPCL4	HNRNPCL4	1	protein_coding	heterogeneous nuclear ribonucleoprotein C-like 4	48.64
PRAMEF9	ENSG00000204505	343070	PRAMEF9	PRAMEF9	1	protein_coding	PRAME family member 9	48.13
PRAMEF18	ENSG00000279804	391003	PRAMEF18	PRAMEF18	1	protein_coding	PRAME family member 18	49.74
PRAMEF5	ENSG00000270601	343068	PRAMEF5	PRAMEF5	1	protein_coding	PRAME family member 5	47.59
PRAMEF8	ENSG00000182330	391002	PRAMEF8	PRAMEF8	1	protein_coding	PRAME family member 8	49.88
PRAMEF15	ENSG00000204501	653619	PRAMEF15	PRAMEF15	1	protein_coding	PRAME family member 15	48.15
AC243961.1	ENSG00000228229	NA	RP11-219C24.10	NA	1	lincRNA	NA	47.71
PRAMEF14	ENSG00000204481	729528	PRAMEF14	PRAMEF14	1	protein_coding	PRAME family member 14	46.97
PRAMEF19	ENSG00000204480	645414	PRAMEF19	PRAMEF19	1	protein_coding	PRAME family member 19	50.44
PRAMEF17	ENSG00000204479	391004	PRAMEF17	PRAMEF17	1	protein_coding	PRAME family member 17	50.17
PRAMEF20	ENSG00000204478	645425	PRAMEF20	PRAMEF20	1	protein_coding	PRAME family member 20	47.5
LRRC38	ENSG00000162494	126755	LRRC38	LRRC38	1	protein_coding	leucine rich repeat containing 38	50.15
AL354712.1	ENSG00000259961	NA	RP4-597A16.2	NA	1	antisense	NA	57.55
PDPN	ENSG00000162493	10630	PDPN	PDPN	1	protein_coding	podoplanin	45.38
AL359771.1	ENSG00000237445	NA	CTA-520D8.2	NA	1	lincRNA	NA	52.92
PRDM2	ENSG00000116731	7799	PRDM2	PRDM2	1	protein_coding	PR/SET domain 2	43.44
AL357873.1	ENSG00000231606	NA	RP11-344F13.1	NA	1	lincRNA	NA	37.38
KAZN-AS1	ENSG00000234593	NA	RP4-704D23.1	KAZN-AS1	1	lincRNA	KAZN antisense RNA 1	42.29
KAZN	ENSG00000189337	23254	KAZN	KAZN	1	protein_coding	kazrin, periplakin interacting protein	45.46
TMEM51-AS1	ENSG00000175147	NA	TMEM51-AS1	TMEM51-AS1	1	antisense	TMEM51 antisense RNA 1	49.06
TMEM51	ENSG00000171729	55092	TMEM51	TMEM51	1	protein_coding	transmembrane protein 51	48.41
C1orf195	ENSG00000204464	NA	C1orf195	C1orf195	1	lincRNA	chromosome 1 open reading frame 195	43.36
FHAD1	ENSG00000142621	114827	FHAD1	FHAD1	1	protein_coding	forkhead associated phosphopeptide binding domain 1	47.42
AL031283.2	ENSG00000233485	NA	RP3-467K16.2	NA	1	antisense	NA	48.02
AL031283.3	ENSG00000236045	NA	RP3-467K16.7	NA	1	antisense	NA	50.96
AL031283.1	ENSG00000228140	NA	RP3-467K16.4	NA	1	lincRNA	NA	48.74
EFHD2	ENSG00000142634	79180	EFHD2	EFHD2	1	protein_coding	EF-hand domain family member D2	56.77
CTRC	ENSG00000162438	11330	CTRC	CTRC	1	protein_coding	chymotrypsin C	51.84
CELA2A	ENSG00000142615	63036	CELA2A	CELA2A	1	protein_coding	chymotrypsin like elastase family member 2A	48.28
CELA2B	ENSG00000215704	51032	CELA2B	CELA2B	1	protein_coding	chymotrypsin like elastase family member 2B	48.76
CASP9	ENSG00000132906	842	CASP9	CASP9	1	protein_coding	caspase 9	48.7
DNAJC16	ENSG00000116138	23341	DNAJC16	DNAJC16	1	protein_coding	DnaJ heat shock protein family (Hsp40) member C16	44.67
AL121992.3	ENSG00000272510	NA	RP4-680D5.8	NA	1	antisense	NA	37.28
AGMAT	ENSG00000116771	79814	AGMAT	AGMAT	1	protein_coding	agmatinase	49.63
AL121992.1	ENSG00000237301	NA	RP4-680D5.2	NA	1	antisense	NA	46.61
DDI2	ENSG00000197312	84301	DDI2	DDI2	1	protein_coding	DNA damage inducible 1 homolog 2	42.4
RSC1A1	ENSG00000215695	6248	RSC1A1	RSC1A1	1	protein_coding	regulator of solute carriers 1	42.83
AL121992.2	ENSG00000271742	NA	RP4-680D5.9	NA	1	lincRNA	NA	52.34
PLEKHM2	ENSG00000116786	23207	PLEKHM2	PLEKHM2	1	protein_coding	pleckstrin homology and RUN domain containing M2	52
AL450998.3	ENSG00000237938	NA	RP11-288I21.1	NA	1	antisense	NA	59.63
SLC25A34	ENSG00000162461	284723	SLC25A34	SLC25A34	1	protein_coding	solute carrier family 25 member 34	58.85
SLC25A34-AS1	ENSG00000224459	NA	RP11-169K16.4	SLC25A34-AS1	1	antisense	SLC25A34 and TMEM82 antisense RNA 1	57.99
TMEM82	ENSG00000162460	388595	TMEM82	TMEM82	1	protein_coding	transmembrane protein 82	58.89
FBLIM1	ENSG00000162458	54751	FBLIM1	FBLIM1	1	protein_coding	filamin binding LIM protein 1	53.53
UQCRHL	ENSG00000233954	440567	UQCRHL	UQCRHL	1	protein_coding	ubiquinol-cytochrome c reductase hinge protein like	46.93
AL450998.2	ENSG00000179743	NA	FLJ37453	NA	1	antisense	NA	50.48
SPEN	ENSG00000065526	23013	SPEN	SPEN	1	protein_coding	spen family transcriptional repressor	42.99
ZBTB17	ENSG00000116809	7709	ZBTB17	ZBTB17	1	protein_coding	zinc finger and BTB domain containing 17	51.22
SRARP	ENSG00000183888	149563	C1orf64	SRARP	1	protein_coding	steroid receptor associated and regulated protein	52.32
AL355994.3	ENSG00000233078	NA	RP11-5P18.5	NA	1	antisense	NA	54.69
HSPB7	ENSG00000173641	27129	HSPB7	HSPB7	1	protein_coding	heat shock protein family B (small) member 7	61.04
CLCNKA	ENSG00000186510	1187	CLCNKA	CLCNKA	1	protein_coding	chloride voltage-gated channel Ka	59.91
CLCNKB	ENSG00000184908	1188	CLCNKB	CLCNKB	1	protein_coding	chloride voltage-gated channel Kb	59.26
FAM131C	ENSG00000185519	348487	FAM131C	FAM131C	1	protein_coding	family with sequence similarity 131 member C	57.95
EPHA2	ENSG00000142627	1969	EPHA2	EPHA2	1	protein_coding	EPH receptor A2	57.33
AL451042.2	ENSG00000227959	NA	RP11-276H7.2	NA	1	antisense	NA	61.07
AL451042.1	ENSG00000224621	NA	RP11-276H7.3	NA	1	antisense	NA	50.57
ARHGEF19-AS1	ENSG00000234166	NA	ARHGEF19-AS1	ARHGEF19-AS1	1	antisense	ARHGEF19 antisense RNA 1	49.4
ARHGEF19	ENSG00000142632	128272	ARHGEF19	ARHGEF19	1	protein_coding	Rho guanine nucleotide exchange factor 19	57.33
CPLANE2	ENSG00000132881	79363	RSG1	CPLANE2	1	protein_coding	ciliogenesis and planar polarity effector 2	54.05
FBXO42	ENSG00000037637	54455	FBXO42	FBXO42	1	protein_coding	F-box protein 42	43.85
SZRD1	ENSG00000055070	26099	SZRD1	SZRD1	1	protein_coding	SUZ RNA binding domain containing 1	48.1
SPATA21	ENSG00000187144	374955	SPATA21	SPATA21	1	protein_coding	spermatogenesis associated 21	50.37
NECAP2	ENSG00000157191	55707	NECAP2	NECAP2	1	protein_coding	NECAP endocytosis associated 2	49.4
LINC01772	ENSG00000226029	NA	RP4-798A10.2	LINC01772	1	lincRNA	long intergenic non-protein coding RNA 1772	46.15
AL137802.2	ENSG00000261135	NA	RP4-798A10.7	NA	1	lincRNA	NA	41.26
AL137802.1	ENSG00000224174	NA	RP4-798A10.4	NA	1	lincRNA	NA	56.03
LINC01783	ENSG00000233421	NA	RP5-875O13.1	LINC01783	1	lincRNA	long intergenic non-protein coding RNA 1783	59.2
ENSG00000268991	NA	NA	FAM231C	NA	NA	NA	NA	NA
NBPF1	ENSG00000219481	55672	NBPF1	NBPF1	1	protein_coding	NBPF member 1	43.99
AL137798.1	ENSG00000271732	NA	RP5-1182A14.5	NA	1	lincRNA	NA	39.82
AL137798.2	ENSG00000282143	NA	RP1-163M9.8	NA	1	lincRNA	NA	46.74
ENSG00000237847	NA	NA	FAM231A	NA	NA	NA	NA	NA
AL021920.1	ENSG00000279151	NA	RP1-163M9.7	NA	1	lincRNA	NA	60.26
ENSG00000279132	NA	NA	FAM231C	NA	NA	NA	NA	NA
AL021920.3	ENSG00000282740	NA	RP5-1182A14.7	NA	1	lincRNA	NA	46.74
CROCC	ENSG00000058453	9696	CROCC	CROCC	1	protein_coding	ciliary rootlet coiled-coil, rootletin	49.14
BX284668.1	ENSG00000223643	NA	RP11-108M9.1	NA	1	lincRNA	NA	44.79
BX284668.3	ENSG00000230239	NA	RP11-108M9.2	NA	1	unprocessed_pseudogene	NA	44.12
BX284668.2	ENSG00000228549	NA	RP11-108M9.3	NA	1	lincRNA	NA	59.12
BX284668.5	ENSG00000238142	NA	RP11-108M9.4	NA	1	lincRNA	NA	56.83
BX284668.6	ENSG00000272426	NA	RP11-108M9.6	NA	1	lincRNA	NA	40.87
MFAP2	ENSG00000117122	4237	MFAP2	MFAP2	1	protein_coding	microfibril associated protein 2	62.61
AL049569.1	ENSG00000226526	NA	RP1-37C10.3	NA	1	antisense	NA	57.36
ATP13A2	ENSG00000159363	23400	ATP13A2	ATP13A2	1	protein_coding	ATPase cation transporting 13A2	57.23
SDHB	ENSG00000117118	6390	SDHB	SDHB	1	protein_coding	succinate dehydrogenase complex iron sulfur subunit B	43.51
PADI2	ENSG00000117115	11240	PADI2	PADI2	1	protein_coding	peptidyl arginine deiminase 2	51.75
AL590644.1	ENSG00000204362	NA	RP11-380J14.1	NA	1	lincRNA	NA	53.59
AL590644.3	ENSG00000282843	NA	RP11-380J14.4	NA	1	lincRNA	NA	52.67
PADI1	ENSG00000142623	29943	PADI1	PADI1	1	protein_coding	peptidyl arginine deiminase 1	53.3
PADI3	ENSG00000142619	51702	PADI3	PADI3	1	protein_coding	peptidyl arginine deiminase 3	51.48
PADI4	ENSG00000159339	23569	PADI4	PADI4	1	protein_coding	peptidyl arginine deiminase 4	49.06
ENSG00000280226	NA	NA	AC004824.2	NA	NA	NA	NA	NA
PADI6	ENSG00000276747	353238	PADI6	PADI6	1	protein_coding	peptidyl arginine deiminase 6	52.07
AC004824.1	ENSG00000227751	NA	RP1-20B21.4	NA	1	antisense	NA	50.4
RCC2	ENSG00000179051	55920	RCC2	RCC2	1	protein_coding	regulator of chromosome condensation 2	51.68
ARHGEF10L	ENSG00000074964	55160	ARHGEF10L	ARHGEF10L	1	protein_coding	Rho guanine nucleotide exchange factor 10 like	54.36
AL136529.1	ENSG00000236648	NA	RP11-473A10.2	NA	1	lincRNA	NA	51.01
ACTL8	ENSG00000117148	81569	ACTL8	ACTL8	1	protein_coding	actin like 8	48.15
LINC01654	ENSG00000261781	NA	RP11-174G17.2	LINC01654	1	lincRNA	long intergenic non-protein coding RNA 1654	49.52
IGSF21	ENSG00000117154	84966	IGSF21	IGSF21	1	protein_coding	immunoglobin superfamily member 21	49.91
IGSF21-AS1	ENSG00000230035	NA	RP11-174G17	IGSF21-AS1	1	antisense	IGSF21 antisense RNA 1	50.06
AL591896.1	ENSG00000225387	NA	RP11-422P22.1	NA	1	lincRNA	NA	51.08
KLHDC7A	ENSG00000179023	127707	KLHDC7A	KLHDC7A	1	protein_coding	kelch domain containing 7A	57.76
PAX7	ENSG00000009709	5081	PAX7	PAX7	1	protein_coding	paired box 7	52.35
TAS1R2	ENSG00000179002	80834	TAS1R2	TAS1R2	1	protein_coding	taste 1 receptor member 2	49.67
AL080251.1	ENSG00000255275	NA	RP13-279N23.2	NA	1	protein_coding	NA	53.75
ALDH4A1	ENSG00000159423	8659	ALDH4A1	ALDH4A1	1	protein_coding	aldehyde dehydrogenase 4 family member A1	55.04
IFFO2	ENSG00000169991	126917	IFFO2	IFFO2	1	protein_coding	intermediate filament family orphan 2	54.33
UBR4	ENSG00000127481	23352	UBR4	UBR4	1	protein_coding	ubiquitin protein ligase E3 component n-recognin 4	43.74
AL035413.1	ENSG00000230424	NA	RP1-43E13.2	NA	1	antisense	NA	45.83
EMC1	ENSG00000127463	23065	EMC1	EMC1	1	protein_coding	ER membrane protein complex subunit 1	46.63
MRTO4	ENSG00000053372	51154	MRTO4	MRTO4	1	protein_coding	MRT4 homolog, ribosome maturation factor	53.49
AKR7A3	ENSG00000162482	22977	AKR7A3	AKR7A3	1	protein_coding	aldo-keto reductase family 7 member A3	54.95
AKR7A2	ENSG00000053371	8574	AKR7A2	AKR7A2	1	protein_coding	aldo-keto reductase family 7 member A2	52.87
PQLC2	ENSG00000040487	54896	PQLC2	PQLC2	1	protein_coding	PQ loop repeat containing 2	54.93
CAPZB	ENSG00000077549	832	CAPZB	CAPZB	1	protein_coding	capping actin protein of muscle Z-line subunit beta	49.21
AL031727.2	ENSG00000235185	NA	RP5-1056L3.1	NA	1	antisense	NA	43.41
MINOS1	ENSG00000173436	440574	MINOS1	MINOS1	1	protein_coding	mitochondrial inner membrane organizing system 1	42.96
MINOS1-NBL1	ENSG00000270136	NA	MINOS1-NBL1	MINOS1-NBL1	1	protein_coding	MINOS1-NBL1 readthrough	47.16
NBL1	ENSG00000158747	100532736	NBL1	NBL1	1	protein_coding	neuroblastoma 1, DAN family BMP antagonist	47.57
HTR6	ENSG00000158748	3362	HTR6	HTR6	1	protein_coding	5-hydroxytryptamine receptor 6	52.93
TMCO4	ENSG00000162542	255104	TMCO4	TMCO4	1	protein_coding	transmembrane and coiled-coil domains 4	48.92
RNF186	ENSG00000178828	54546	RNF186	RNF186	1	protein_coding	ring finger protein 186	58.08
AL391883.1	ENSG00000235434	NA	RP11-91K11.2	NA	1	antisense	NA	49.92
OTUD3	ENSG00000169914	23252	OTUD3	OTUD3	1	protein_coding	OTU deubiquitinase 3	41.28
PLA2G2E	ENSG00000188784	30814	PLA2G2E	PLA2G2E	1	protein_coding	phospholipase A2 group IIE	59.6
PLA2G2A	ENSG00000188257	5320	PLA2G2A	PLA2G2A	1	protein_coding	phospholipase A2 group IIA	52.09
PLA2G5	ENSG00000127472	5322	PLA2G5	PLA2G5	1	protein_coding	phospholipase A2 group V	44.61
PLA2G2D	ENSG00000117215	26279	PLA2G2D	PLA2G2D	1	protein_coding	phospholipase A2 group IID	50.59
PLA2G2F	ENSG00000158786	64600	PLA2G2F	PLA2G2F	1	protein_coding	phospholipase A2 group IIF	56.01
Z98257.1	ENSG00000227066	NA	RP3-340N1.2	NA	1	lincRNA	NA	49.09
PLA2G2C	ENSG00000187980	391013	PLA2G2C	PLA2G2C	1	protein_coding	phospholipase A2 group IIC	51.69
UBXN10-AS1	ENSG00000225986	NA	UBXN10-AS1	UBXN10-AS1	1	antisense	UBXN10 antisense RNA 1	56.61
UBXN10	ENSG00000162543	127733	UBXN10	UBXN10	1	protein_coding	UBX domain protein 10	47.24
LINC01757	ENSG00000228105	NA	RP3-340N1.6	LINC01757	1	lincRNA	long intergenic non-protein coding RNA 1757	44.33
VWA5B1	ENSG00000158816	127731	VWA5B1	VWA5B1	1	protein_coding	von Willebrand factor A domain containing 5B1	50.36
AL020998.1	ENSG00000226664	NA	RP4-745E8.2	NA	1	antisense	NA	51.36
LINC01141	ENSG00000236963	NA	LINC01141	LINC01141	1	lincRNA	long intergenic non-protein coding RNA 1141	48.5
AL139254.1	ENSG00000226487	NA	RP4-749H3.2	NA	1	lincRNA	NA	46.63
CAMK2N1	ENSG00000162545	55450	CAMK2N1	CAMK2N1	1	protein_coding	calcium/calmodulin dependent protein kinase II inhibitor 1	57.6
MUL1	ENSG00000090432	79594	MUL1	MUL1	1	protein_coding	mitochondrial E3 ubiquitin protein ligase 1	47.52
FAM43B	ENSG00000183114	163933	FAM43B	FAM43B	1	protein_coding	family with sequence similarity 43 member B	67.92
CDA	ENSG00000158825	978	CDA	CDA	1	protein_coding	cytidine deaminase	48.54
PINK1	ENSG00000158828	65018	PINK1	PINK1	1	protein_coding	PTEN induced putative kinase 1	50.78
PINK1-AS	ENSG00000117242	NA	PINK1-AS	PINK1-AS	1	antisense	PINK1 antisense RNA	49.29
DDOST	ENSG00000244038	1650	DDOST	DDOST	1	protein_coding	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	50.61
KIF17	ENSG00000117245	57576	KIF17	KIF17	1	protein_coding	kinesin family member 17	52.54
SH2D5	ENSG00000189410	400745	SH2D5	SH2D5	1	protein_coding	SH2 domain containing 5	61.39
AL663074.1	ENSG00000233069	NA	RP5-930J4.2	NA	1	antisense	NA	52.47
HP1BP3	ENSG00000127483	50809	HP1BP3	HP1BP3	1	protein_coding	heterochromatin protein 1 binding protein 3	41.17
EIF4G3	ENSG00000075151	8672	EIF4G3	EIF4G3	1	protein_coding	eukaryotic translation initiation factor 4 gamma 3	39.36
ECE1	ENSG00000117298	1889	ECE1	ECE1	1	protein_coding	endothelin converting enzyme 1	52.19
AL031005.1	ENSG00000236936	NA	RP3-329E20.2	NA	1	antisense	NA	53.16
AL031728.1	ENSG00000231105	NA	RP5-1071N3.1	NA	1	antisense	NA	51.53
AL592309.2	ENSG00000236009	NA	RP11-293F5.1	NA	1	lincRNA	NA	42.51
NBPF3	ENSG00000142794	84224	NBPF3	NBPF3	1	protein_coding	NBPF member 3	43.05
ALPL	ENSG00000162551	249	ALPL	ALPL	1	protein_coding	alkaline phosphatase, liver/bone/kidney	51.63
AL359815.1	ENSG00000233431	NA	RP11-63N8.3	NA	1	antisense	NA	58.59
RAP1GAP	ENSG00000076864	5909	RAP1GAP	RAP1GAP	1	protein_coding	RAP1 GTPase activating protein	56.63
USP48	ENSG00000090686	84196	USP48	USP48	1	protein_coding	ubiquitin specific peptidase 48	41.84
LDLRAD2	ENSG00000187942	401944	LDLRAD2	LDLRAD2	1	protein_coding	low density lipoprotein receptor class A domain containing 2	54.29
HSPG2	ENSG00000142798	3339	HSPG2	HSPG2	1	protein_coding	heparan sulfate proteoglycan 2	56.09
CELA3B	ENSG00000219073	23436	CELA3B	CELA3B	1	protein_coding	chymotrypsin like elastase family member 3B	49.6
CELA3A	ENSG00000142789	10136	CELA3A	CELA3A	1	protein_coding	chymotrypsin like elastase family member 3A	50.62
LINC01635	ENSG00000228397	NA	RP1-224A6.3	LINC01635	1	lincRNA	long intergenic non-protein coding RNA 1635	54.4
LINC00339	ENSG00000218510	29092	LINC00339	LINC00339	1	transcribed_processed_pseudogene	long intergenic non-protein coding RNA 339	47.63
CDC42	ENSG00000070831	998	CDC42	CDC42	1	protein_coding	cell division cycle 42	41.82
AL031281.2	ENSG00000271840	NA	RP1-224A6.9	NA	1	lincRNA	NA	43.32
WNT4	ENSG00000162552	54361	WNT4	WNT4	1	protein_coding	Wnt family member 4	57.7
ZBTB40	ENSG00000184677	9923	ZBTB40	ZBTB40	1	protein_coding	zinc finger and BTB domain containing 40	42.7
EPHA8	ENSG00000070886	2046	EPHA8	EPHA8	1	protein_coding	EPH receptor A8	56.79
C1QA	ENSG00000173372	712	C1QA	C1QA	1	protein_coding	complement C1q A chain	56.78
C1QC	ENSG00000159189	714	C1QC	C1QC	1	protein_coding	complement C1q C chain	54.68
C1QB	ENSG00000173369	713	C1QB	C1QB	1	protein_coding	complement C1q B chain	51.13
EPHB2	ENSG00000133216	2048	EPHB2	EPHB2	1	protein_coding	EPH receptor B2	51.95
AL512444.1	ENSG00000225952	NA	RP11-69E9.1	NA	1	antisense	NA	53.83
LACTBL1	ENSG00000215906	646262	LACTBL1	LACTBL1	1	protein_coding	lactamase beta like 1	52.25
TEX46	ENSG00000227868	729059	C1orf234	TEX46	1	protein_coding	testis expressed 46	45.88
KDM1A	ENSG00000004487	23028	KDM1A	KDM1A	1	protein_coding	lysine demethylase 1A	39.17
AL031428.1	ENSG00000240553	NA	RP1-184J9.2	NA	1	antisense	NA	39.23
LUZP1	ENSG00000169641	7798	LUZP1	LUZP1	1	protein_coding	leucine zipper protein 1	43.28
HTR1D	ENSG00000179546	3352	HTR1D	HTR1D	1	protein_coding	5-hydroxytryptamine receptor 1D	48.75
LINC01355	ENSG00000261326	NA	LINC01355	LINC01355	1	lincRNA	long intergenic non-protein coding RNA 1355	36
HNRNPR	ENSG00000125944	10236	HNRNPR	HNRNPR	1	protein_coding	heterogeneous nuclear ribonucleoprotein R	38.85
ZNF436	ENSG00000125945	80818	ZNF436	ZNF436	1	protein_coding	zinc finger protein 436	46
ZNF436-AS1	ENSG00000249087	NA	ZNF436-AS1	ZNF436-AS1	1	antisense	ZNF436 antisense RNA 1	51.57
AL109936.2	ENSG00000271420	NA	RP5-1057J7.7	NA	1	lincRNA	NA	44.77
TCEA3	ENSG00000204219	6920	TCEA3	TCEA3	1	protein_coding	transcription elongation factor A3	48.56
ASAP3	ENSG00000088280	55616	ASAP3	ASAP3	1	protein_coding	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	49.67
E2F2	ENSG00000007968	1870	E2F2	E2F2	1	protein_coding	E2F transcription factor 2	51.66
AL021154.1	ENSG00000235052	NA	RP1-150O5.3	NA	1	lincRNA	NA	45.92
ID3	ENSG00000117318	3399	ID3	ID3	1	protein_coding	inhibitor of DNA binding 3, HLH protein	57.27
MDS2	ENSG00000197880	NA	MDS2	MDS2	1	lincRNA	myelodysplastic syndrome 2 translocation associated	49.57
RPL11	ENSG00000142676	6135	RPL11	RPL11	1	protein_coding	ribosomal protein L11	46.35
ELOA	ENSG00000011007	6924	TCEB3	ELOA	1	protein_coding	elongin A	45.7
ELOA-AS1	ENSG00000236810	NA	TCEB3-AS1	ELOA-AS1	1	antisense	ELOA antisense RNA 1	45.68
PITHD1	ENSG00000057757	57095	PITHD1	PITHD1	1	protein_coding	PITH domain containing 1	44.59
LYPLA2	ENSG00000011009	11313	LYPLA2	LYPLA2	1	protein_coding	lysophospholipase II	62.39
GALE	ENSG00000117308	2582	GALE	GALE	1	protein_coding	UDP-galactose-4-epimerase	60.1
HMGCL	ENSG00000117305	3155	HMGCL	HMGCL	1	protein_coding	3-hydroxymethyl-3-methylglutaryl-CoA lyase	46.84
FUCA1	ENSG00000179163	2517	FUCA1	FUCA1	1	protein_coding	alpha-L-fucosidase 1	45.7
CNR2	ENSG00000188822	1269	CNR2	CNR2	1	protein_coding	cannabinoid receptor 2	47.63
AL590609.3	ENSG00000232557	NA	RP11-4M23.3	NA	1	antisense	NA	48.26
PNRC2	ENSG00000189266	55629	PNRC2	PNRC2	1	protein_coding	proline rich nuclear receptor coactivator 2	43.71
SRSF10	ENSG00000188529	10772	SRSF10	SRSF10	1	protein_coding	serine and arginine rich splicing factor 10	39.02
AL591178.1	ENSG00000225315	NA	RP11-293P20.2	NA	1	antisense	NA	48.75
MYOM3	ENSG00000142661	127294	MYOM3	MYOM3	1	protein_coding	myomesin 3	52.63
AL591178.2	ENSG00000230703	NA	RP11-293P20.4	NA	1	antisense	NA	50.01
IL22RA1	ENSG00000142677	58985	IL22RA1	IL22RA1	1	protein_coding	interleukin 22 receptor subunit alpha 1	48.4
IFNLR1	ENSG00000185436	163702	IFNLR1	IFNLR1	1	protein_coding	interferon lambda receptor 1	47.37
AL590683.1	ENSG00000230023	NA	RP11-10N16.2	NA	1	lincRNA	NA	50.44
AL138902.1	ENSG00000232298	NA	RP11-10N16.3	NA	1	antisense	NA	46.73
GRHL3	ENSG00000158055	57822	GRHL3	GRHL3	1	protein_coding	grainyhead like transcription factor 3	51
STPG1	ENSG00000001460	90529	STPG1	STPG1	1	protein_coding	sperm tail PG-rich repeat containing 1	44.09
